node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1599	300631	145951672	822625	0	0	0	0	42514138	238830	0	0	0	0	49	49	0.534	0.12	0.27	1.22
64	1760	300810	246892181	1185423	0	0	0	0	70443521	337393	0	0	0	0	64	64	0.6444687499999998	0.21	0.17	0.25
81	1949	301011	391756558	1622329	0	0	0	0	110034687	455014	0	0	0	0	81	81	0.877148148148148	0.04	0.12	0.39
100	2188	301241	591832346	2175230	0	0	0	0	164135670	602619	0	0	0	0	100	100	1.2137000000000007	0.33	0.38	0.57
121	2429	301488	861222199	2865247	0	0	0	0	236513479	786115	0	0	0	0	121	121	1.6855123966942154	0.62	0.61	0.92
144	2693	301788	1206493926	3701816	0	0	0	0	328534583	1007451	0	0	0	0	144	144	2.1335555555555543	0.98	0.9	1.43
169	3011	302109	1387825397	4212030	0	0	0	0	375144173	1138538	0	0	0	0	169	169	2.9806863905325454	1.11	1.29	2.94
196	3319	302426	1128904290	3926323	0	0	0	0	303327984	1055965	0	0	0	0	196	196	4.471857142857143	1.32	1.37	3.49
225	3667	302798	939369329	3790411	0	0	0	0	251026825	1014169	0	0	0	0	225	225	5.9946622222222175	1.08	1.52	4.16
256	4054	303198	811352514	3776583	0	0	0	0	215863717	1006817	0	0	0	0	256	254	7.8300472440944855	1.45	1.48	4.86
289	4521	303720	716634351	3755963	0	0	0	0	190039136	998641	0	1239	0	0	289	287	10.07828222996516	1.67	4.47	6.68
324	5031	304274	647502227	3706864	0	0	0	0	171016089	981883	0	8597	0	0	324	318	12.905238993710695	1.51	6.67	7.78
361	5403	304939	636175697	3748951	0	0	0	0	167857081	992334	0	8447	0	0	361	343	14.75595626822157	1.41	8.53	11.88
400	6118	305774	619178916	3758390	0	0	0	0	163235789	995024	0	12925	0	0	400	347	16.46108645533141	2.07	11.19	13.9
441	6546	308737	624957736	3827589	0	0	0	0	163932532	1006865	0	5952	0	0	441	332	17.513891566265062	2.38	16.68	17.67
484	8802	316681	439149683	1399446	0	0	0	0	114712636	365513	0	0	0	0	484	484	0.7220888429752066	1.98	24.31	23.4
529	9980	321699	657063770	1865204	0	0	0	0	171124633	485886	0	0	0	0	529	529	0.77313988657845	4.24	30.34	29.59
576	11424	324612	1044437659	2671943	0	0	0	0	271086380	693692	0	0	0	0	576	576	0.7478437499999998	3.09	40.68	37.63
625	15501	334294	2131795378	4966230	0	0	0	0	553121454	1288352	0	0	0	0	625	625	0.7862415999999993	7.25	71.82	59.94
676	24196	340058	4659783949	10341196	0	0	0	0	1200948503	2665205	0	0	0	0	676	676	0.7346686390532546	103.56	166.92	110.47
729	38880	351857	6009675154	13150124	0	0	0	0	1549988163	3391800	0	0	0	0	729	728	0.7887156593406595	237.18	238.8	156.64
784	61022	363656	6926396220	14973339	0	0	0	0	1790618588	3870547	0	0	0	0	784	779	0.9218485237483961	305.46	293.88	196.21
841	77061	372842	7498994794	15951397	0	0	0	0	1934493760	4114504	0	0	0	0	841	824	1.010491504854368	379.32	368.17	246.4
900	57041	397897	7377881926	15648701	0	0	0	0	1899016422	4029041	0	0	0	0	900	837	1.1888661887694145	469.72	547.19	476.21
961	67225	416232	7967281511	16780896	0	0	0	0	2050060917	4318841	0	0	0	0	961	828	1.1531461352657004	558.89	536.18	453.3
1024	83623	426776	8082092135	16994342	0	0	0	0	2078196523	4372521	0	0	0	0	1024	706	1.2862705382436266	725.64	644.18	500.5
1089	104449	469310	9016521424	18879033	0	0	0	0	2320953361	4864766	0	0	0	0	1089	637	1.7082072213500787	833.55	754.0	554.62
