node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	2170	10194	67047126	251345	0	0	0	0	18488968	69522	0	0	0	0	48	48	0.47618750000000004	0.84	3.25	44.31
64	2130	13365	165550142	583771	0	0	0	0	44434874	157138	0	0	0	0	63	62	0.693258064516129	1.06	1.13	23.46
81	2465	16967	519501564	1718235	0	0	0	0	137193524	454304	0	0	0	0	80	77	1.3729220779220779	4.53	2.38	12.76
100	2824	21002	815835226	2748088	0	0	0	0	214000980	721726	0	0	0	0	99	97	2.4334639175257737	5.14	4.13	8.48
121	3403	25823	1208199972	4047140	0	0	0	0	316704516	1062506	0	0	0	0	120	113	9.141061946902655	9.32	6.66	7.54
144	3654	30272	4370069258	14025180	0	6716	0	0	1133576742	3640220	0	1308	0	0	143	138	57.361	13.38	6.8	6.43
169	7714	39590	6685088128	21424799	0	29090	0	0	1715165092	5508059	0	6016	0	0	168	146	102.87355479452054	37.39	17.44	9.96
196	10967	42725	6324941550	20224066	0	17595	0	0	1618562966	5186247	0	4964	0	0	195	167	146.68814371257483	39.05	16.61	10.72
225	7534	50241	5916032564	19140833	0	23099	0	0	1516945866	4922445	0	10154	0	0	224	201	96.37169651741296	18.0	9.95	8.9
256	8040	57007	6362541258	20763146	0	28694	0	0	1625167618	5323987	0	15031	0	0	255	188	130.64813829787238	57.06	26.25	14.53
289	6176	61962	364772772	1939587	0	0	0	0	94699476	504127	0	0	0	0	288	62	26.201064516129037	3.8	7.93	10.88
