node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	22114	200	99	0
50	44148	200	180	0
50	65913	200	167	0
50	88037	200	160	0
50	110069	200	161	1
50	132258	200	171	0
50	153519	200	192	0
50	174748	200	192	0
50	196934	200	151	0
50	218801	200	191	0
50	240717	200	164	0
50	262538	200	166	0
50	284638	200	146	0
50	306604	200	136	0
50	328043	200	131	0
50	350249	200	156	0
50	371947	200	157	0
50	393521	200	174	0
50	415592	200	154	0
50	437677	200	164	0
50	459025	200	133	0
50	480259	200	175	1
50	502354	200	144	0
50	524383	200	141	0
50	546243	200	179	0
50	568064	200	178	0
50	589816	200	174	0
50	611120	200	179	0
50	633098	200	157	0
50	655130	200	182	0
